session_date,final_bias,prob_trend_fused,pred_regime,actual_regime,regime_hit,pred_dir,actual_dir,dir_hit,execution_score
2026-03-17,RANGE_FADE,0.2651125611061614,range,range,1.0,0,1,,0.0
2026-03-18,RANGE_FADE,0.25386392562003784,range,trend,0.0,0,-1,,0.0
2026-03-19,PIN_FADE,0.25309103454547716,range,range,1.0,0,-1,,0.0
2026-03-20,RANGE_FADE,0.1857776804450257,range,range,1.0,0,-1,,0.0
2026-03-23,RANGE_FADE,0.29823365273816743,range,range,1.0,0,1,,4.735047910725115
2026-03-24,BALANCED_SMALL,0.4783223560346949,neutral,range,,0,-1,,31.748353405204238
2026-03-25,RANGE_FADE,0.29863769237922433,range,range,1.0,0,1,,4.79565385688365
2026-03-26,RANGE_FADE,0.18693054308552326,range,trend,0.0,0,-1,,0.0
2026-03-27,RANGE_FADE,0.15387303893466225,range,trend,0.0,0,-1,,0.0
2026-03-30,RANGE_FADE,0.16745181092698322,range,range,1.0,0,-1,,0.0
2026-03-31,RANGE_FADE,0.3407621211517082,range,trend,0.0,0,1,,11.11431817275623
2026-04-01,WHIP_WAIT,0.4399588297961127,neutral,range,,0,1,,25.993824469416914
2026-04-02,RANGE_FADE,0.21449188217561535,range,trend,0.0,0,1,,0.0
2026-04-06,BALANCED_SMALL,0.49009211289145793,neutral,trend,,0,1,,33.51381693371869
2026-04-07,RANGE_FADE,0.18725126394345937,range,range,1.0,0,1,,0.0
2026-04-08,RANGE_FADE,0.1430628061683905,range,range,1.0,0,1,,0.0
2026-04-09,WHIP_WAIT,0.4154888127634116,neutral,trend,,0,1,,22.323321914511737
2026-04-10,RANGE_FADE,0.14297894612356873,range,range,1.0,0,-1,,0.0
2026-04-13,PIN_FADE,0.17929166005798441,range,trend,0.0,0,1,,0.0
2026-04-14,RANGE_FADE,0.38482959463150423,range,trend,0.0,0,1,,17.724439194725633
2026-04-15,RANGE_FADE,0.3946230873772086,range,trend,0.0,0,1,,19.193463106581284
2026-04-16,RANGE_FADE,0.3595526296765112,range,range,1.0,0,1,,13.932894451476683
2026-04-17,WHIP_WAIT,0.4389092149363786,neutral,range,,0,1,,25.836382240456786
2026-04-20,RANGE_FADE,0.1473434351842574,range,range,1.0,0,-1,,0.0
2026-04-21,RANGE_FADE,0.2784877043572666,range,trend,0.0,0,-1,,1.773155653589992
2026-04-22,RANGE_FADE,0.38649669384793484,range,trend,0.0,0,1,,17.974504077190225
2026-04-23,RANGE_FADE,0.33409196432283655,range,range,1.0,0,-1,,10.113794648425484
2026-04-24,RANGE_FADE,0.37159711775006105,range,trend,0.0,0,1,,15.739567662509154
2026-04-27,WHIP_WAIT,0.414614476228743,neutral,trend,,0,1,,22.192171434311447
2026-04-28,RANGE_FADE,0.23977328484148308,range,range,1.0,0,-1,,0.0
2026-04-29,RANGE_FADE,0.20424961429355934,range,range,1.0,0,-1,,0.0
2026-04-30,RANGE_FADE,0.25618157910155176,range,range,1.0,0,1,,0.0
2026-05-01,WHIP_WAIT,0.4300777669792139,neutral,range,,0,1,,24.511665046882086
2026-05-04,RANGE_FADE,0.16846059832576546,range,range,1.0,0,-1,,0.0
2026-05-05,RANGE_FADE,0.3717369246795081,range,range,1.0,0,1,,15.760538701926217
2026-05-06,BALANCED_SMALL,0.5686659749484015,neutral,trend,,0,1,,39.806618246388105
2026-05-07,RANGE_FADE,0.2730884340206946,range,range,1.0,0,-1,,0.9632651031041881
2026-05-08,BALANCED_SMALL,0.48226825796038675,neutral,trend,,0,1,,32.340238694058016
2026-05-11,BALANCED_SMALL,0.4545943671403387,neutral,range,,0,1,,28.189155071050802
2026-05-12,RANGE_FADE,0.1460985867146655,range,range,1.0,0,-1,,0.0
2026-05-13,BALANCED_SMALL,0.5437731367062113,neutral,range,,0,1,,38.064119569434794
2026-05-14,BALANCED_SMALL,0.48578438784062117,neutral,range,,0,1,,32.86765817609317
2026-05-15,RANGE_FADE,0.17577971289949096,range,range,1.0,0,-1,,0.0
2026-05-18,RANGE_FADE,0.2311420026142649,range,range,1.0,0,-1,,0.0
2026-05-19,RANGE_FADE,0.21272386438708815,range,range,1.0,0,-1,,0.0
2026-05-20,BALANCED_SMALL,0.453838372754579,neutral,trend,,0,1,,28.07575591318685
2026-05-21,RANGE_FADE,0.30087505759901356,range,range,1.0,0,1,,5.131258639852035
2026-05-22,BALANCED_SMALL,0.4656338186324804,neutral,range,,0,1,,29.845072794872056
2026-05-26,RANGE_FADE,0.22617082784425496,range,range,1.0,0,1,,0.0
2026-05-27,RANGE_FADE,0.24621952339006814,range,range,1.0,0,-1,,0.0
2026-05-28,WHIP_WAIT,0.4314643083210946,neutral,trend,,0,1,,24.71964624816419
2026-05-29,RANGE_FADE,0.35017386667785216,range,range,1.0,0,1,,12.526080001677828
2026-06-01,RANGE_FADE,0.3795328188578204,range,range,1.0,0,1,,16.929922828673064
2026-06-02,RANGE_FADE,0.3699768042882625,range,range,1.0,0,1,,15.496520643239379
2026-06-03,RANGE_FADE,0.12925140384995082,range,trend,0.0,0,-1,,0.0
2026-06-04,BALANCED_SMALL,0.5421182953383902,neutral,trend,,0,1,,37.948280673687314
2026-06-05,RANGE_FADE,0.24740791754707206,range,trend,0.0,0,-1,,0.0
2026-06-08,RANGE_FADE,0.3713931707108644,range,trend,0.0,0,1,,15.708975606629664
2026-06-09,WHIP_WAIT,0.4444786950359589,neutral,range,,0,-1,,26.671804255393837
2026-06-10,RANGE_FADE,0.2332984787006304,range,range,1.0,0,-1,,0.0
