session_date,symbol,cutoff_ny,ret_open_to_cutoff,orbrange_pct,orb_break_strength,range_pct_to_cutoff,true_range_pct_to_cutoff,hhll_persistence,vwap_proxy,signed_vol,lower_wick,prob_trend,prob_range,model_version,wall_strike,gamma_proxy,dealer_state_hint,spot,dist_to_wall_pct,prob_trend_fused,prob_range_fused
2025-01-02,SPY,11:30,-0.24601706849453064,0.8211880079404185,0.0,0.9857649434160842,0.9857649434160842,0.375,-1.0,0.018975900430261365,0.45783132530121423,0.1865727576722642,0.8134272423277358,logreg_np_fused_cutoff_11:30_l20.01_lr0.2_steps400,,,,,,0.1865727576722642,0.8134272423277358
2025-01-03,SPY,11:30,0.5335806923783881,0.510603533376451,0.3783333333333303,0.7233550056166389,0.7233550056166389,0.75,1.0,0.31433170938360516,0.23529411764705882,0.3979643377985575,0.6020356622014424,logreg_np_fused_cutoff_11:30_l20.01_lr0.2_steps400,,,,,,0.3979643377985575,0.6020356622014424
2025-01-06,SPY,11:30,0.5847756961515627,0.5143005763858101,0.15008156606852469,0.6334370883707815,0.6334370883707815,0.875,1.0,0.617838854782584,0.010596026490086449,0.5713726032875238,0.4286273967124762,logreg_np_fused_cutoff_11:30_l20.01_lr0.2_steps400,,,,,,0.5713726032875238,0.4286273967124762
2025-01-07,SPY,11:30,-0.8603446400026749,1.153263534945222,0.0,1.2386284700427626,1.2386284700427626,0.625,-1.0,-0.26307033432690075,0.2668918918918804,0.24394584785184778,0.7560541521481522,logreg_np_fused_cutoff_11:30_l20.01_lr0.2_steps400,,,,,,0.24394584785184778,0.7560541521481522
2025-01-08,SPY,11:30,0.176666440171247,0.4467622477407266,0.39163498098856653,0.650608140245981,0.650608140245981,0.625,1.0,0.017182265237750044,0.6840731070496022,0.21548110841406876,0.7845188915859312,logreg_np_fused_cutoff_11:30_l20.01_lr0.2_steps400,,,,,,0.21548110841406876,0.7845188915859312
2025-01-10,SPY,11:30,-0.9071978425247984,1.1350640927168105,0.0,1.1930974448256455,1.1930974448256455,0.625,-1.0,-0.32156199915762756,0.2396280400572178,0.24318027966659214,0.7568197203334078,logreg_np_fused_cutoff_11:30_l20.01_lr0.2_steps400,,,,,,0.24318027966659214,0.7568197203334078
2025-01-13,SPY,11:30,0.41770876754203545,0.5827080728081176,0.0,0.6313394469918006,0.6313394469918006,0.375,1.0,0.026285374509913223,0.07702888583217976,0.4042887144835635,0.5957112855164365,logreg_np_fused_cutoff_11:30_l20.01_lr0.2_steps400,,,,,,0.4042887144835635,0.5957112855164365
2025-01-14,SPY,11:30,-0.8231509052948671,0.5151110654755777,-0.8139534883721106,0.9378101790053767,0.9378101790053767,0.625,-1.0,0.06855872227803644,0.003649635036493019,0.4805425833085002,0.5194574166914998,logreg_np_fused_cutoff_11:30_l20.01_lr0.2_steps400,,,,,,0.4805425833085002,0.5194574166914998
2025-01-15,SPY,11:30,-0.12530267368813242,0.6231268096923226,0.0,0.6231268096923226,0.6231268096923226,0.625,-1.0,0.12803562824502074,0.1576086956521872,0.2716691445926419,0.7283308554073581,logreg_np_fused_cutoff_11:30_l20.01_lr0.2_steps400,,,,,,0.2716691445926419,0.7283308554073581
2025-01-16,SPY,11:30,-0.2895330438002719,0.4881661785004844,0.0,0.5058411608255051,0.5058411608255051,0.75,-1.0,-0.3689267031692076,0.33444259567387585,0.14952136894354323,0.8504786310564567,logreg_np_fused_cutoff_11:30_l20.01_lr0.2_steps400,,,,,,0.14952136894354323,0.8504786310564567
