date,symbol,open,high,low,close,volume,prev_close,ret_1d,gap_open_pct,gap_abs_pct,intraday_range_pct,true_range_pct,vol20,cluster_score,trigger_gap_15,trigger_range_15,trigger_tr_15,trigger_any_15,trigger_cluster,compression_flag,label_next_day_expansion,permission_strength,permission_reason,trade_permission,day_type,open_orb_range,close_orb_range,open_orb_share,close_orb_share,edge_orb_share,edge_orb_bias,edge_orb_flag,feature_ts,feature_version
2026-05-08,SPY,734.9299926757812,738.0800170898438,734.5700073242188,737.6199951171875,47172700.0,731.5800170898438,0.008256073001242203,0.0045790966233103525,0.0045790966233103525,0.0047585610325915255,0.008812125543000402,0.006580232699772762,0.0,0,0,0,0,0.0,0,0,0,none,0,trend,,,,,,,0,2026-05-10T00:36:47.498401+00:00,v1_clean_daily_features_orb_trend
