date,symbol,ovl_vix,ovl_vix3m,ovl_vix_term,ovl_rates10y,ovl_darkpool,ovl_tariff,ovl_vix_contango,dp_shares_z_26w,dp_trades_vs_13w,dp_shares_vs_13w,dp_avg_trade_size
2024-10-17,SPY,0.19509297510630574,0.1262785647507525,0.3112349271667207,0.0,0.0,,-0.06881441035555325,-0.029111601162432034,0.9243229066200874,0.9907701011968616,261.30651854552474
2024-10-18,SPY,0.0,0.0,0.0,0.0,0.0,,0.0,-0.029111601162432034,0.9243229066200874,0.9907701011968616,261.30651854552474
2024-10-21,SPY,0.04905971728526722,0.0,0.18018097742507555,0.0,0.0,,-0.04905971728526722,-0.7476626600862843,1.0130691287526152,0.8533621982048536,200.2370784654093
2024-10-22,SPY,0.012871602536689952,0.0,0.10593135844796642,0.25597483551210914,0.0,,-0.012871602536689952,-0.7476626600862843,1.0130691287526152,0.8533621982048536,200.2370784654093
2024-10-23,SPY,0.22900349319153465,0.19675390271899781,0.24300616983495157,0.49361531219924437,0.0,,-0.03224959047253684,-0.7476626600862843,1.0130691287526152,0.8533621982048536,200.2370784654093
2024-10-24,SPY,0.18950545786087045,0.14300369953285377,0.25037503862758337,0.0,0.0,,-0.046501758328016674,-0.7476626600862843,1.0130691287526152,0.8533621982048536,200.2370784654093
2024-10-25,SPY,0.44246973785500093,0.4168056665163659,0.3687484484449093,0.2352479584388026,0.0,,-0.02566407133863502,-0.7476626600862843,1.0130691287526152,0.8533621982048536,200.2370784654093
2024-10-28,SPY,0.32281430237690917,0.21143675608537102,0.49895614526505705,0.0,0.0,,-0.11137754629153815,-0.27015492500084354,1.1832629889453041,0.9657045040026905,190.08251669033646
2024-10-29,SPY,0.21984526194667234,0.15174245230245997,0.32263357383417873,0.0,0.0,,-0.06810280964421236,-0.27015492500084354,1.1832629889453041,0.9657045040026905,190.08251669033646
2024-10-30,SPY,0.41944551558076865,0.34833661856967496,0.45907600687301936,0.0,0.0,,-0.07110889701109369,-0.27015492500084354,1.1832629889453041,0.9657045040026905,190.08251669033646
2024-10-31,SPY,0.9744778951473098,0.8091002011644667,0.9878753513230683,0.0,0.0,,-0.16537769398284308,-0.27015492500084354,1.1832629889453041,0.9657045040026905,190.08251669033646
2024-11-01,SPY,0.6951866363093048,0.6094122240011578,0.6582071025730206,0.0,0.0,,-0.08577441230814697,-0.27015492500084354,1.1832629889453041,0.9657045040026905,190.08251669033646
2024-11-04,SPY,0.698114954497257,0.5115881976422431,0.894660362468272,0.0,0.0,,-0.18652675685501396,0.17664483422664382,1.2909888033034833,1.0982145175441067,196.0019911094647
2024-11-05,SPY,0.3882707179737281,0.16052741218187747,0.8206268728551039,0.0,0.0,,-0.22774330579185062,0.17664483422664382,1.2909888033034833,1.0982145175441067,196.0019911094647
2024-11-06,SPY,0.0,0.0,0.0,0.01852361436457824,0.0,,0.0,0.17664483422664382,1.2909888033034833,1.0982145175441067,196.0019911094647
2024-11-07,SPY,0.0,0.0,0.0,0.0,0.0,,0.0,0.17664483422664382,1.2909888033034833,1.0982145175441067,196.0019911094647
2024-11-08,SPY,0.0,0.0,0.0,0.0,0.0,,0.0,0.17664483422664382,1.2909888033034833,1.0982145175441067,196.0019911094647
2024-11-11,SPY,0.0,0.0,0.0,0.0,0.505563921731132,,0.0,1.758345882596698,1.1728646844719406,1.412506139950681,280.97383812835915
2024-11-12,SPY,0.0,0.0,0.0,0.21432670344561977,0.505563921731132,,0.0,1.758345882596698,1.1728646844719406,1.412506139950681,280.97383812835915
2024-11-13,SPY,0.0,0.0,0.0,0.0,0.505563921731132,,0.0,1.758345882596698,1.1728646844719406,1.412506139950681,280.97383812835915
2024-11-14,SPY,0.0,0.0,0.0,0.0,0.505563921731132,,0.0,1.758345882596698,1.1728646844719406,1.412506139950681,280.97383812835915
2024-11-15,SPY,0.0,0.0,0.0,0.0001860346592876816,0.505563921731132,,0.0,1.758345882596698,1.1728646844719406,1.412506139950681,280.97383812835915
2024-11-18,SPY,0.0,0.0,0.0,0.0,0.0,,0.0,0.2725035872665817,1.1040580733269685,1.0870164118095773,228.21319018404907
2024-11-19,SPY,0.0,0.0,0.0,0.0,0.0,,0.0,0.2725035872665817,1.1040580733269685,1.0870164118095773,228.21319018404907
2024-11-20,SPY,0.0,0.0,0.0,0.0,0.0,,0.0,0.2725035872665817,1.1040580733269685,1.0870164118095773,228.21319018404907
2024-11-21,SPY,0.0,0.0,0.0,0.0,0.0,,0.0,0.2725035872665817,1.1040580733269685,1.0870164118095773,228.21319018404907
2024-11-22,SPY,0.0,0.0,0.0,0.0,0.0,,0.0,0.2725035872665817,1.1040580733269685,1.0870164118095773,228.21319018404907
2024-11-25,SPY,0.0,0.0,0.0,0.0,0.0,,0.0,-1.6041924782870034,0.715150489211909,0.6739646725706273,216.99657345570353
2024-11-26,SPY,0.0,0.0,0.0,0.0,0.0,,0.0,-1.6041924782870034,0.715150489211909,0.6739646725706273,216.99657345570353
2024-11-27,SPY,0.0,0.0,0.0,0.0,0.0,,0.0,-1.6041924782870034,0.715150489211909,0.6739646725706273,216.99657345570353
2024-11-29,SPY,0.0,0.0,0.0,0.0,0.0,,0.0,-1.6041924782870034,0.715150489211909,0.6739646725706273,216.99657345570353
2024-12-02,SPY,0.0,0.0,0.0,0.0,0.0,,0.0,-1.3067416928264497,0.8862790570743373,0.7406651754980745,192.7273915529777
2024-12-03,SPY,0.0,0.0,0.0,0.0,0.0,,0.0,-1.3067416928264497,0.8862790570743373,0.7406651754980745,192.7273915529777
2024-12-04,SPY,0.0,0.0,0.0,0.0,0.0,,0.0,-1.3067416928264497,0.8862790570743373,0.7406651754980745,192.7273915529777
2024-12-05,SPY,0.0,0.0,0.0,0.0,0.0,,0.0,-1.3067416928264497,0.8862790570743373,0.7406651754980745,192.7273915529777
2024-12-06,SPY,0.0,0.0,0.0,0.0,0.0,,0.0,-1.3067416928264497,0.8862790570743373,0.7406651754980745,192.7273915529777
2024-12-09,SPY,0.0,0.0,0.0,0.0,0.0,,0.0,-0.5805560934245383,0.9949790317412774,0.9154564613874755,209.58656282896018
2024-12-10,SPY,0.0,0.0,0.0,0.0,0.0,,0.0,-0.5805560934245383,0.9949790317412774,0.9154564613874755,209.58656282896018
2024-12-11,SPY,0.0,0.0,0.0,0.0,0.0,,0.0,-0.5805560934245383,0.9949790317412774,0.9154564613874755,209.58656282896018
2024-12-12,SPY,0.0,0.0,0.0,0.09991053268386481,0.0,,0.0,-0.5805560934245383,0.9949790317412774,0.9154564613874755,209.58656282896018
2024-12-13,SPY,0.0,0.0,0.0,0.6185733704259389,0.0,,0.0,-0.5805560934245383,0.9949790317412774,0.9154564613874755,209.58656282896018
2024-12-16,SPY,0.0,0.0,0.0,0.2919873045662668,1.0,,0.0,3.613791857467632,1.4924734964162674,1.9896394362231906,310.93362544984166
2024-12-17,SPY,0.0,0.0,0.0,0.23170412809914476,1.0,,0.0,3.613791857467632,1.4924734964162674,1.9896394362231906,310.93362544984166
2024-12-18,SPY,1.0,1.0,1.0,0.5349913750959113,1.0,,0.0,3.613791857467632,1.4924734964162674,1.9896394362231906,310.93362544984166
2024-12-19,SPY,1.0,1.0,0.5335731460714458,0.5733881949515349,1.0,,0.0,3.613791857467632,1.4924734964162674,1.9896394362231906,310.93362544984166
2024-12-20,SPY,0.0,0.06302323592215868,0.0,0.0,1.0,,0.06302323592215868,3.613791857467632,1.4924734964162674,1.9896394362231906,310.93362544984166
2024-12-23,SPY,0.0,0.0,0.0,0.302660557835101,0.0,,0.0,-0.23869501524750034,0.7149405254672999,0.9379250793763678,307.5711258120742
2024-12-24,SPY,0.0,0.0,0.0,0.2515048646423323,0.0,,0.0,-0.23869501524750034,0.7149405254672999,0.9379250793763678,307.5711258120742
2024-12-26,SPY,0.0,0.0,0.0,0.0,0.0,,0.0,-0.23869501524750034,0.7149405254672999,0.9379250793763678,307.5711258120742
2024-12-27,SPY,0.0,0.0,0.0,0.0,0.0,,0.0,-0.23869501524750034,0.7149405254672999,0.9379250793763678,307.5711258120742
2024-12-30,SPY,0.0,0.0,0.0,0.0,0.0,,0.0,-0.8446999011457227,0.8610821004036706,0.7687438000525914,211.33073397028772
2024-12-31,SPY,0.0,0.0,0.0,0.0,0.0,,0.0,-0.8446999011457227,0.8610821004036706,0.7687438000525914,211.33073397028772
2025-01-02,SPY,0.0,0.0,0.0,0.0,0.0,,0.0,-0.8446999011457227,0.8610821004036706,0.7687438000525914,211.33073397028772
2025-01-03,SPY,0.0,0.0,0.0,0.0,0.0,,0.0,-0.8446999011457227,0.8610821004036706,0.7687438000525914,211.33073397028772
2025-01-06,SPY,0.0,0.0,0.0,0.0,0.0,,0.0,0.11468071314757336,0.8793017093770423,1.0294239381807988,279.34279063235897
