session_date,symbol,cutoff_ny,ret_open_to_cutoff,orbrange_pct,orb_break_strength,range_pct_to_cutoff,true_range_pct_to_cutoff,hhll_persistence,vwap_proxy,signed_vol,lower_wick,prob_trend,prob_range,model_version,wall_strike,gamma_proxy,dealer_state_hint,spot,dist_to_wall_pct,prob_trend_fused,prob_range_fused
2026-06-10,SPY,11:30,-0.14590378531690318,0.924511835933235,0.0,1.2081378858950602,1.2081378858950602,0.5,-1.0,0.004707111060798054,0.31264108352144215,0.2211153250018488,0.7788846749981512,logreg_np_fused_cutoff_11:30_l20.01_lr0.2_steps400,,,,,,0.2211153250018488,0.7788846749981512
