bucket,n,mean_fwd_1d,median_fwd_1d,hit_rate_fwd_1d,mean_fwd_2d,median_fwd_2d,hit_rate_fwd_2d,mean_fwd_5d,median_fwd_5d,hit_rate_fwd_5d
ALL_FAILED_BREAKDOWN,24,0.00024540371775475087,0.002456626412859597,0.6086956521739131,0.0021927688472235347,0.0019739426554092887,0.5652173913043478,-0.0040974681400222646,0.00301383300015845,0.5909090909090909
FAV_SLOW_FAILED_BREAKDOWN,2,0.0036034095895386975,0.0036034095895386975,0.5,0.006681258257317024,0.006681258257317024,0.5,0.00301383300015845,0.00301383300015845,1.0
