date,symbol,open,high,low,close,volume,prev_close,ret_1d,gap_open_pct,gap_abs_pct,intraday_range_pct,true_range_pct,vol20,cluster_score,trigger_gap_15,trigger_range_15,trigger_tr_15,trigger_any_15,trigger_cluster,compression_flag,label_next_day_expansion,permission_strength,permission_reason,trade_permission,day_type,feature_ts,feature_version
2026-06-30,WMT,113.97000122070312,114.61000061035156,112.93000030517578,113.26000213623047,22376624.0,114.5999984741211,-0.011692812877246439,-0.005497358305464828,0.005497358305464828,0.014833129732375045,0.014833129732375045,0.014152121111306815,0.6,0,0,0,0,6.0,1,0,2,"cluster,compression",1,range,2026-06-30T23:46:36.095850+00:00,v1_clean_daily_features_orb_trend
