date,symbol,open,high,low,close,volume,source,ingest_ts
2024-05-28,WMT,65.22000122070312,65.47000122070312,64.73999786376953,65.04000091552734,13349600.0,yfinance,2026-05-27T23:46:25.984755+00:00
2024-05-29,WMT,64.75,65.20999908447266,64.6500015258789,64.91999816894531,11538600.0,yfinance,2026-05-27T23:46:25.984755+00:00
2024-05-30,WMT,64.93000030517578,65.16999816894531,64.7699966430664,64.88999938964844,13051900.0,yfinance,2026-05-29T23:51:11.626700+00:00
2024-05-31,WMT,64.66999816894531,65.9000015258789,64.16000366210938,65.76000213623047,27632200.0,yfinance,2026-05-29T23:51:11.626700+00:00
2024-06-03,WMT,65.51000213623047,65.83999633789062,65.16000366210938,65.81999969482422,11578700.0,yfinance,2026-06-03T00:14:29.155601+00:00
2024-06-04,WMT,65.98999786376953,66.63999938964844,65.83000183105469,66.5999984741211,14780800.0,yfinance,2026-06-04T00:16:03.832890+00:00
2024-06-05,WMT,66.56999969482422,67.1500015258789,66.27999877929688,67.08999633789062,14982700.0,yfinance,2026-06-04T23:48:15.767420+00:00
2024-06-06,WMT,67.05999755859375,67.44000244140625,66.7699966430664,67.1500015258789,13256000.0,yfinance,2026-06-04T23:48:15.767420+00:00
2024-06-07,WMT,67.4000015258789,67.56999969482422,65.63999938964844,65.87999725341797,20213200.0,yfinance,2026-06-04T23:48:15.767420+00:00
2024-06-10,WMT,67.19000244140625,67.33000183105469,66.2699966430664,66.95999908447266,21659500.0,yfinance,2026-06-08T23:49:19.698106+00:00
2024-06-11,WMT,66.94999694824219,66.95999908447266,66.3499984741211,66.7300033569336,13367500.0,yfinance,2026-06-08T23:49:19.698106+00:00
2024-06-12,WMT,66.8499984741211,66.94000244140625,65.9000015258789,66.30999755859375,11704700.0,yfinance,2026-06-08T23:49:19.698106+00:00
2024-06-13,WMT,66.30000305175781,66.76000213623047,65.94999694824219,66.69999694824219,11196600.0,yfinance,2026-06-08T23:49:19.698106+00:00
2024-06-14,WMT,66.54000091552734,67.11000061035156,66.30000305175781,67.0199966430664,12590100.0,yfinance,2026-06-08T23:49:19.698106+00:00
2024-06-17,WMT,66.91999816894531,67.44000244140625,66.41000366210938,67.41999816894531,12103000.0,yfinance,2026-06-08T23:49:19.698106+00:00
2024-06-18,WMT,67.62999725341797,67.87000274658203,67.30000305175781,67.5999984741211,12093500.0,yfinance,2026-06-08T23:49:19.698106+00:00
2024-06-20,WMT,67.3499984741211,68.12999725341797,67.30000305175781,68.01000213623047,13860800.0,yfinance,2026-06-08T23:49:19.698106+00:00
2024-06-21,WMT,68.26000213623047,68.55000305175781,67.83000183105469,67.91000366210938,25883000.0,yfinance,2026-06-08T23:49:19.698106+00:00
2024-06-24,WMT,68.05000305175781,69.04000091552734,67.9000015258789,68.9000015258789,12470400.0,yfinance,2026-06-08T23:49:19.698106+00:00
2024-06-25,WMT,67.16999816894531,67.58999633789062,66.55000305175781,67.41999816894531,20869200.0,yfinance,2026-06-08T23:49:19.698106+00:00
2024-06-26,WMT,67.4000015258789,68.5999984741211,67.20999908447266,68.29000091552734,14177500.0,yfinance,2026-06-08T23:49:19.698106+00:00
2024-06-27,WMT,68.29000091552734,68.58000183105469,67.66999816894531,67.87999725341797,12899200.0,yfinance,2026-06-08T23:49:19.698106+00:00
2024-06-28,WMT,67.87000274658203,68.0999984741211,67.31999969482422,67.70999908447266,18816700.0,yfinance,2026-06-08T23:49:19.698106+00:00
2024-07-01,WMT,67.88999938964844,68.23999786376953,67.25,67.4800033569336,8666000.0,yfinance,2026-06-08T23:49:19.698106+00:00
2024-07-02,WMT,67.44000244140625,68.08000183105469,67.26000213623047,68.06999969482422,9436500.0,yfinance,2026-06-08T23:49:19.698106+00:00
2024-07-03,WMT,67.80999755859375,68.25,67.62000274658203,68.23999786376953,6287500.0,yfinance,2026-06-08T23:49:19.698106+00:00
2024-07-05,WMT,68.16000366210938,70.1500015258789,68.0999984741211,70.04000091552734,21586100.0,yfinance,2026-06-08T23:49:19.698106+00:00
2024-07-08,WMT,69.9000015258789,70.13999938964844,69.3499984741211,69.68000030517578,12077700.0,yfinance,2026-06-08T23:49:19.698106+00:00
2024-07-09,WMT,69.9000015258789,70.25,69.66999816894531,69.9000015258789,9758400.0,yfinance,2026-06-08T23:49:19.698106+00:00
2024-07-10,WMT,70.0999984741211,70.44000244140625,69.72000122070312,70.41000366210938,10803400.0,yfinance,2026-06-08T23:49:19.698106+00:00
2024-07-11,WMT,70.18000030517578,70.44999694824219,69.26000213623047,69.80000305175781,15624800.0,yfinance,2026-06-08T23:49:19.698106+00:00
2024-07-12,WMT,69.9000015258789,70.02999877929688,69.16999816894531,69.23999786376953,12145300.0,yfinance,2026-06-08T23:49:19.698106+00:00
2024-07-15,WMT,69.30000305175781,69.97000122070312,69.30000305175781,69.61000061035156,10171100.0,yfinance,2026-06-08T23:49:19.698106+00:00
2024-07-16,WMT,69.81999969482422,70.23999786376953,69.58000183105469,69.98999786376953,9836800.0,yfinance,2026-06-08T23:49:19.698106+00:00
2024-07-17,WMT,70.18000030517578,71.0999984741211,69.94999694824219,71.02999877929688,13533800.0,yfinance,2026-06-08T23:49:19.698106+00:00
2024-07-18,WMT,70.68000030517578,71.19000244140625,70.43000030517578,70.81999969482422,10682700.0,yfinance,2026-06-08T23:49:19.698106+00:00
2024-07-19,WMT,71.19999694824219,71.33000183105469,70.6500015258789,70.75,11665500.0,yfinance,2026-06-08T23:49:19.698106+00:00
2024-07-22,WMT,70.86000061035156,71.26000213623047,70.2300033569336,70.37999725341797,12666100.0,yfinance,2026-06-08T23:49:19.698106+00:00
2024-07-23,WMT,70.47000122070312,70.69999694824219,70.11000061035156,70.6500015258789,9263600.0,yfinance,2026-06-08T23:49:19.698106+00:00
2024-07-24,WMT,70.5199966430664,70.83999633789062,70.33999633789062,70.5999984741211,22490800.0,yfinance,2026-06-08T23:49:19.698106+00:00
